@relation RhymeFeatures-weka.filters.unsupervised.attribute.Remove-R26

@attribute class {BDP,Rakim,Nas,2Pac,RunDMC,50Cent,LilWayne,KoolGRap,BigDaddyKane,PublicEnemy,BIG,IceCube,LLCoolJ,Scarface,Fabolous,JayZ,BeastieBoys,Eminem,SlickRick,Redman,Andre3k,Nelly,DMX,BoneThugs,MCHammer}
@attribute Syllables_per_Line numeric
@attribute Syllables_per_Word numeric
@attribute Syllable_Variation numeric
@attribute Novel_Word_Proportion numeric
@attribute Rhymes_per_Line numeric
@attribute Rhymes_per_Syllable numeric
@attribute Rhyme_Density numeric
@attribute End_Pairs_per_Line numeric
@attribute End_Pairs_Grown numeric
@attribute End_Pairs_Shrunk numeric
@attribute End_Pairs_Even numeric
@attribute Average_End_Score numeric
@attribute Average_End_Syl_Score numeric
@attribute Singles_per_Rhyme numeric
@attribute Doubles_per_Rhyme numeric
@attribute Triples_per_Rhyme numeric
@attribute Quads_per_Rhyme numeric
@attribute Longs_per_Rhyme numeric
@attribute Perfect_Rhymes numeric
@attribute Line_Internals_per_Line numeric
@attribute Links_per_Line numeric
@attribute Bridges_per_Line numeric
@attribute Compounds_per_Line numeric
@attribute Chaining_per_Line numeric

@data
LLCoolJ,12.880952,1.264019,3.141143,0.90671,1.380952,0.107209,0.131238,0.5,0.380952,0.190476,0.428571,4.436983,4.235302,0.896552,0.051724,0,0.034483,0.017241,0.224138,0.428571,0.190476,0.261905,0.047619,0.095238
LLCoolJ,11.92,1.249476,2.038038,0.889538,1.58,0.13255,0.184564,0.62,0.258065,0.16129,0.580645,4.801569,3.816632,0.683544,0.240506,0.075949,0,0,0.278481,0.48,0.22,0.26,0.02,0.1
LLCoolJ,10.708333,1.203747,1.554005,0.92125,1.4375,0.134241,0.159533,0.479167,0.304348,0.173913,0.521739,5.946089,4.715864,0.884058,0.072464,0.028986,0,0.014493,0.231884,0.4375,0.166667,0.354167,0.104167,0.104167
LLCoolJ,11.326923,1.28884,1.637554,0.917796,1.423077,0.125637,0.151104,0.423077,0.181818,0.227273,0.590909,6.060655,4.761943,0.824324,0.148649,0.027027,0,0,0.162162,0.480769,0.173077,0.346154,0.096154,0.134615
LLCoolJ,11.043478,1.435028,2.125994,0.942096,1.630435,0.147638,0.190945,0.543478,0.28,0.12,0.6,5.043337,4.347704,0.72,0.266667,0.013333,0,0,0.213333,0.608696,0.173913,0.304348,0.086957,0.065217
LLCoolJ,12.26087,1.212903,1.846675,0.94766,1.978261,0.161348,0.221631,0.478261,0.318182,0.181818,0.5,5.172206,4.551541,0.714286,0.21978,0.054945,0,0.010989,0.164835,0.913043,0.173913,0.413043,0.043478,0.413043
LLCoolJ,10.8,1.44,2.227106,0.941306,1.7,0.157407,0.261111,0.46,0.347826,0.26087,0.391304,6.265696,4.238559,0.6,0.282353,0.058824,0.035294,0.023529,0.164706,0.74,0.14,0.36,0.2,0.58
LLCoolJ,12.375,1.331839,1.628202,0.900434,1.520833,0.122896,0.161616,0.520833,0.08,0.12,0.8,5.051973,4.51069,0.767123,0.178082,0.027397,0.027397,0,0.150685,0.375,0.083333,0.541667,0.104167,0.020833
LLCoolJ,11.75,1.352518,1.534329,0.922471,1.5,0.12766,0.16844,0.4375,0.190476,0.238095,0.571429,5.756129,4.476989,0.708333,0.277778,0,0.013889,0,0.263889,0.4375,0.208333,0.416667,0.041667,0.0625
LLCoolJ,11.102941,1.243822,1.655114,0.906773,1.176471,0.10596,0.129801,0.470588,0.28125,0.25,0.46875,5.326641,4.058393,0.8,0.175,0.025,0,0,0.1875,0.308824,0.161765,0.235294,0,0.029412
LLCoolJ,11.95,1.235142,1.448275,0.95411,1.525,0.127615,0.148536,0.425,0.352941,0.058824,0.588235,4.986632,4.709596,0.852459,0.131148,0.016393,0,0,0.262295,0.625,0.175,0.3,0.1,0.15
LLCoolJ,12.14,1.246407,1.897472,0.936705,1.84,0.151565,0.214168,0.4,0.45,0.3,0.25,5.200881,4.522505,0.695652,0.25,0.021739,0.01087,0.021739,0.26087,0.92,0.22,0.3,0.12,0.38
LLCoolJ,12.0625,1.213836,1.875347,0.916386,2,0.165803,0.224525,0.416667,0.3,0.25,0.45,5.486275,4.987522,0.729167,0.208333,0.041667,0.020833,0,0.28125,0.895833,0.1875,0.5,0.083333,0.229167
LLCoolJ,11.434783,1.211982,1.789488,0.921533,1.673913,0.146388,0.186312,0.586957,0.333333,0.037037,0.62963,4.447574,4.002817,0.818182,0.116883,0.051948,0,0.012987,0.207792,0.608696,0.152174,0.326087,0.108696,0.108696
LLCoolJ,11.555556,1.225933,1.409842,0.879356,1.537037,0.133013,0.174679,0.5,0.37037,0.259259,0.37037,5.047045,4.698973,0.710843,0.26506,0.024096,0,0,0.168675,0.407407,0.222222,0.407407,0.055556,0.12963
LLCoolJ,10.944444,1.257447,1.682334,0.926932,1.185185,0.108291,0.133672,0.555556,0.366667,0.266667,0.366667,4.964838,4.255575,0.796875,0.171875,0.03125,0,0,0.09375,0.222222,0.055556,0.351852,0.055556,0.055556
LLCoolJ,12.131148,1.269297,2.191454,0.918883,2.04918,0.168919,0.259459,0.442623,0.296296,0.185185,0.518519,5.852075,4.389056,0.6,0.288,0.088,0.024,0,0.216,0.983607,0.245902,0.377049,0.081967,0.262295
LLCoolJ,11.787234,1.204348,2.020493,0.921574,1.723404,0.146209,0.18231,0.319149,0.4,0.133333,0.466667,4.603872,4.31613,0.802469,0.160494,0.024691,0.012346,0,0.111111,0.893617,0.212766,0.297872,0.12766,0.361702
LLCoolJ,12.071429,1.235079,2.004671,0.907015,1.797619,0.148915,0.204142,0.547619,0.282609,0.152174,0.565217,5.254764,4.834383,0.768212,0.165563,0.033113,0.013245,0.019868,0.231788,0.678571,0.142857,0.428571,0.059524,0.380952
LLCoolJ,11.846154,1.193798,1.895182,0.901486,1.557692,0.131494,0.160714,0.538462,0.464286,0.214286,0.321429,5.36264,4.550118,0.790123,0.197531,0.012346,0,0,0.246914,0.403846,0.057692,0.557692,0.076923,0.057692
LLCoolJ,10.923077,1.287982,1.763368,0.927774,1.461538,0.133803,0.18838,0.519231,0.444444,0.037037,0.518519,6.363938,4.909323,0.631579,0.342105,0.013158,0.013158,0,0.197368,0.538462,0.096154,0.307692,0.076923,0.115385
LLCoolJ,11.580357,1.216698,1.820706,0.902153,1.651786,0.142637,0.174248,0.473214,0.396226,0.075472,0.528302,5.192465,4.744839,0.832432,0.12973,0.021622,0.016216,0,0.227027,0.580357,0.133929,0.464286,0.098214,0.258929
Scarface,9.5625,1.214286,2.120399,0.935588,1.0625,0.111111,0.139434,0.5,0.333333,0.375,0.291667,5.057453,3.915447,0.745098,0.254902,0,0,0,0.117647,0.229167,0.104167,0.229167,0.041667,0.041667
Scarface,9.75,1.173611,2.408918,0.888652,1.25,0.128205,0.185404,0.480769,0.48,0.24,0.28,6.090317,4.350226,0.692308,0.215385,0.061538,0.015385,0.015385,0.169231,0.307692,0.173077,0.288462,0.019231,0.134615
Scarface,7.903846,1.141667,2.02161,0.928632,1.057692,0.13382,0.192214,0.634615,0.363636,0.272727,0.363636,5.596183,3.929235,0.654545,0.272727,0.054545,0.018182,0,0.127273,0.153846,0.115385,0.153846,0,0.076923
Scarface,9.986842,1.228155,3.250479,0.904276,1.105263,0.110672,0.16469,0.539474,0.634146,0.219512,0.146341,5.697203,3.959073,0.607143,0.321429,0.059524,0,0.011905,0.166667,0.263158,0.092105,0.210526,0.052632,0.013158
Scarface,11.482143,1.238921,2.463962,0.91084,1.339286,0.116641,0.18818,0.482143,0.407407,0.185185,0.407407,5.821185,3.9293,0.586667,0.32,0.026667,0.04,0.026667,0.173333,0.232143,0.214286,0.410714,0.017857,0.053571
Scarface,10,1.215107,2.780239,0.888707,1.256757,0.125676,0.202703,0.540541,0.55,0.25,0.2,5.610433,3.740289,0.548387,0.344086,0.075269,0.010753,0.021505,0.215054,0.243243,0.108108,0.364865,0.013514,0.067568
Scarface,10.5,1.244444,2.629956,0.882758,1.25,0.119048,0.176587,0.520833,0.72,0.08,0.2,6.791136,4.24446,0.566667,0.383333,0.05,0,0,0.166667,0.229167,0.125,0.375,0,0.020833
Scarface,12.603448,1.291519,2.612567,0.899904,1.534483,0.121751,0.205198,0.5,0.344828,0.068966,0.586207,6.503298,3.848891,0.41573,0.483146,0.101124,0,0,0.213483,0.465517,0.12069,0.448276,0.034483,0.051724
Scarface,12.423077,1.279208,1.801134,0.92969,1.461538,0.117647,0.171827,0.557692,0.310345,0.172414,0.517241,5.295372,4.041205,0.671053,0.236842,0.052632,0.039474,0,0.236842,0.423077,0.134615,0.346154,0.019231,0.134615
Scarface,9.514286,1.191413,2.29747,0.896319,1.085714,0.114114,0.160661,0.5,0.514286,0.285714,0.2,5.212408,3.800714,0.684211,0.263158,0.013158,0.039474,0,0.223684,0.185714,0.214286,0.185714,0.028571,0.085714
Scarface,10.56,1.230769,2.699333,0.902133,1.3,0.123106,0.179924,0.56,0.821429,0.107143,0.071429,5.449243,4.123752,0.661538,0.261538,0.046154,0.015385,0.015385,0.153846,0.3,0.08,0.36,0.12,0.14
Scarface,11.240741,1.160612,2.867023,0.870591,1.388889,0.123558,0.156507,0.5,0.777778,0.074074,0.148148,5.496227,3.709953,0.773333,0.2,0.013333,0.013333,0,0.186667,0.351852,0.148148,0.388889,0.092593,0.092593
Scarface,9.836957,1.241427,3.237945,0.916627,1.097826,0.111602,0.150276,0.543478,0.7,0.24,0.06,5.34576,3.8184,0.693069,0.267327,0.039604,0,0,0.168317,0.206522,0.043478,0.304348,0.043478,0
Scarface,12.481928,1.214537,3.140721,0.886157,1.783133,0.142857,0.226834,0.493976,0.463415,0.146341,0.390244,5.481685,3.684411,0.581081,0.317568,0.060811,0.02027,0.02027,0.135135,0.578313,0.216867,0.493976,0.060241,0.216867
Scarface,12,1.277311,3.013129,0.884021,1.460526,0.121711,0.23136,0.473684,0.527778,0.222222,0.25,6.223623,3.930709,0.504505,0.315315,0.054054,0.072072,0.054054,0.108108,0.342105,0.184211,0.460526,0.078947,0.171053
Scarface,12,1.228346,2.44949,0.870153,1.730769,0.144231,0.274038,0.442308,0.391304,0.217391,0.391304,4.765535,3.131637,0.522222,0.333333,0.033333,0.022222,0.088889,0.122222,0.480769,0.269231,0.538462,0.038462,0.096154
Scarface,11.788462,1.192607,2.097036,0.841801,1.653846,0.140294,0.241436,0.461538,0.208333,0.083333,0.708333,6.742585,3.946879,0.639535,0.174419,0.116279,0.046512,0.023256,0.116279,0.519231,0.153846,0.519231,0.076923,0
Scarface,10.769231,1.169102,2.628361,0.902225,1.192308,0.110714,0.166071,0.442308,0.391304,0.26087,0.347826,5.690056,3.73918,0.677419,0.193548,0.080645,0.048387,0,0.193548,0.307692,0.076923,0.365385,0.038462,0.057692
Scarface,12.12,1.273109,3.210234,0.914922,1.7,0.140264,0.206271,0.54,0.592593,0.222222,0.185185,6.322677,3.632176,0.623529,0.282353,0.094118,0,0,0.152941,0.4,0.24,0.52,0.1,0.04
Scarface,11.363636,1.194743,2.776451,0.881729,1.340909,0.118,0.183,0.579545,0.529412,0.176471,0.294118,7.546153,4.183193,0.618644,0.262712,0.101695,0.008475,0.008475,0.144068,0.272727,0.113636,0.375,0.034091,0.068182
Fabolous,10.625,1.349206,2.107773,0.9531,1.979167,0.186275,0.301961,0.479167,0.347826,0.304348,0.347826,3.769834,2.408505,0.578947,0.294737,0.063158,0.052632,0.010526,0.052632,0.541667,0.166667,0.791667,0.041667,0.291667
Fabolous,9.680851,1.253444,3.169713,0.968119,1,0.103297,0.18022,0.234043,0.272727,0.363636,0.363636,2.357487,2.161029,0.510638,0.382979,0,0.06383,0.042553,0.106383,0.446809,0.06383,0.255319,0.06383,0.255319
Fabolous,11.923077,1.27572,2.730498,0.875845,1.884615,0.158065,0.351613,0.365385,0.263158,0.421053,0.315789,5.229048,3.204901,0.387755,0.27551,0.183673,0.071429,0.081633,0.112245,0.461538,0.173077,0.884615,0.019231,0.057692
Fabolous,11.875,1.22108,2.215711,0.883564,2.025,0.170526,0.341053,0.375,0.466667,0.133333,0.4,9.294103,4.807295,0.407407,0.345679,0.135802,0.061728,0.049383,0.098765,0.65,0.175,0.825,0.1,0.05
Fabolous,10.634615,1.245495,3.180644,0.903838,1.538462,0.144665,0.283906,0.25,0.153846,0.461538,0.384615,3.586087,3.329938,0.525,0.25,0.075,0.075,0.075,0.0625,0.442308,0.134615,0.711538,0.134615,0.096154
Fabolous,11.5,1.300595,2.048748,0.855956,1.657895,0.144165,0.306636,0.236842,0.444444,0,0.555556,7.88626,4.436021,0.47619,0.253968,0.047619,0.126984,0.095238,0.047619,0.342105,0.184211,0.894737,0.078947,0.026316
Fabolous,11.25,1.205357,2.106537,0.828269,2.083333,0.185185,0.477778,0.375,0.111111,0.055556,0.833333,9.873095,3.949238,0.32,0.19,0.3,0.09,0.1,0.09,0.708333,0.083333,0.916667,0.083333,0.104167
Fabolous,9.625,1.218997,2.315032,0.92395,2.020833,0.209957,0.41342,0.708333,0.294118,0.235294,0.470588,9.039996,4.044209,0.484536,0.206186,0.226804,0.041237,0.041237,0.092784,0.645833,0.166667,0.5,0.020833,0.270833
Fabolous,11.962264,1.189493,1.922678,0.868067,1.867925,0.156151,0.361199,0.396226,0.333333,0.333333,0.333333,5.071409,3.549986,0.525253,0.161616,0.111111,0.030303,0.171717,0.151515,0.45283,0.188679,0.830189,0.150943,0.320755
Fabolous,12.541667,1.254167,2.159845,0.880836,1.8125,0.144518,0.300664,0.375,0.333333,0.277778,0.388889,5.5407,3.561879,0.471264,0.287356,0.057471,0.068966,0.114943,0.091954,0.291667,0.229167,0.916667,0,0.020833
Fabolous,11.803571,1.199637,1.816783,0.824181,2.178571,0.184569,0.357035,0.428571,0.083333,0.166667,0.75,5.613288,3.285827,0.532787,0.286885,0.057377,0.008197,0.114754,0.106557,0.678571,0.160714,0.910714,0.089286,0.107143
Fabolous,12,1.228145,1.779513,0.84007,1.8125,0.151042,0.326389,0.229167,0.090909,0.090909,0.818182,5.743836,3.510122,0.45977,0.287356,0.068966,0.057471,0.126437,0.103448,0.458333,0.104167,1.020833,0.125,0.0625
Fabolous,12.660714,1.254867,1.901849,0.855944,1.821429,0.143865,0.35402,0.303571,0.294118,0.294118,0.411765,3.860616,2.853499,0.490196,0.147059,0.068627,0.107843,0.186275,0.078431,0.285714,0.142857,1.089286,0.035714,0.125
Fabolous,10.607843,1.226757,2.293028,0.852299,1.352941,0.127542,0.288355,0.235294,0.25,0.25,0.5,4.774227,3.015301,0.405797,0.188406,0.188406,0.173913,0.043478,0.115942,0.313725,0.196078,0.607843,0.039216,0.156863
Fabolous,12.083333,1.216443,1.715534,0.817305,1.666667,0.137931,0.297931,0.35,0.285714,0.190476,0.52381,5.587084,3.171048,0.49,0.21,0.06,0.15,0.09,0.05,0.333333,0.083333,0.9,0.05,0.066667
Fabolous,12.15942,1.271212,1.960651,0.886437,1.594203,0.131108,0.262217,0.376812,0.153846,0.153846,0.692308,5.972031,2.986016,0.5,0.227273,0.136364,0.090909,0.045455,0.090909,0.449275,0.115942,0.652174,0.086957,0.057971
Fabolous,11.791667,1.206823,1.936043,0.917042,1.645833,0.139576,0.280919,0.3125,0.266667,0.333333,0.4,6.241933,3.901208,0.506329,0.265823,0.050633,0.101266,0.075949,0.177215,0.4375,0.145833,0.75,0.041667,0.125
Fabolous,10.107143,1.227766,3.166107,0.895943,1.321429,0.130742,0.272085,0.482143,0.37037,0.185185,0.444444,5.790126,3.326242,0.472973,0.202703,0.148649,0.148649,0.027027,0.094595,0.25,0.053571,0.535714,0.017857,0.017857
Fabolous,11.057692,1.185567,2.097741,0.883597,2.230769,0.201739,0.426087,0.423077,0.409091,0.363636,0.227273,6.276294,3.211127,0.491379,0.215517,0.12931,0.051724,0.112069,0.068966,0.634615,0.173077,1,0.134615,0.269231
Fabolous,11.5,1.179487,2.152816,0.871702,2.057692,0.17893,0.371237,0.634615,0.181818,0.30303,0.515152,7.04754,3.471176,0.448598,0.158879,0.280374,0.093458,0.018692,0.037383,0.673077,0.346154,0.403846,0,0.288462
Fabolous,11.583333,1.198276,2.059868,0.941456,1.645833,0.142086,0.302158,0.354167,0.117647,0.352941,0.529412,7.258941,2.869814,0.443038,0.126582,0.291139,0.139241,0,0.063291,0.229167,0.270833,0.791667,0.0625,0.020833
Fabolous,11.142857,1.164179,2.510183,0.888807,1.642857,0.147436,0.310897,0.392857,0.363636,0.409091,0.227273,6.182143,3.317248,0.456522,0.217391,0.152174,0.119565,0.054348,0.032609,0.428571,0.107143,0.714286,0.035714,0.160714
Fabolous,11.3125,1.220225,1.861409,0.88636,1.708333,0.151013,0.302026,0.416667,0.35,0.4,0.25,5.740142,3.703317,0.54878,0.195122,0.097561,0.02439,0.134146,0.085366,0.333333,0.229167,0.729167,0.041667,0.041667
Fabolous,11.895833,1.241304,1.992063,0.880706,1.645833,0.138354,0.301226,0.354167,0.235294,0.411765,0.352941,5.91431,3.590831,0.493671,0.151899,0.139241,0.126582,0.088608,0.075949,0.395833,0.125,0.770833,0.020833,0.333333
Fabolous,11.557692,1.226531,1.758643,0.87996,1.5,0.129784,0.289517,0.211538,0.272727,0.181818,0.545455,3.859868,2.83057,0.487179,0.230769,0.089744,0.128205,0.064103,0.038462,0.442308,0.134615,0.711538,0.076923,0.134615
Fabolous,11.75,1.18239,1.909407,0.862749,1.9375,0.164894,0.39539,0.4375,0.238095,0.238095,0.52381,4.998487,3.280257,0.526882,0.096774,0.107527,0.129032,0.139785,0.043011,0.520833,0.145833,0.833333,0.0625,0.375
Fabolous,10.875,1.231132,1.844191,0.92841,1.604167,0.14751,0.308429,0.375,0.277778,0.222222,0.5,5.667672,3.517865,0.467532,0.25974,0.090909,0.090909,0.090909,0.051948,0.145833,0.166667,0.916667,0.020833,0
Fabolous,11.77551,1.273731,2.426598,0.927917,1.326531,0.112652,0.284229,0.204082,0.3,0.4,0.3,5.089855,3.393237,0.476923,0.138462,0.076923,0.061538,0.246154,0.061538,0.306122,0.122449,0.693878,0.020408,0.040816
Fabolous,12.375,1.251404,1.896177,0.879011,1.75,0.141414,0.332211,0.361111,0.153846,0.269231,0.576923,7.808905,4.060631,0.34127,0.301587,0.103175,0.190476,0.063492,0.031746,0.430556,0.069444,0.888889,0.041667,0.041667
JayZ,11.078431,1.30485,2.706877,0.923033,2.058824,0.185841,0.304425,0.411765,0.333333,0.380952,0.285714,4.633432,3.355244,0.504762,0.4,0.066667,0.019048,0.009524,0.161905,0.686275,0.27451,0.686275,0.137255,0.294118
JayZ,11.6875,1.257848,2.190474,0.943771,1.708333,0.146168,0.242424,0.229167,0.272727,0.272727,0.454545,4.461424,3.271711,0.512195,0.365854,0.085366,0.02439,0.012195,0.097561,0.791667,0.208333,0.479167,0.125,0.125
JayZ,11.285714,1.253968,2.579353,0.952759,1.632653,0.144665,0.216998,0.387755,0.421053,0.157895,0.421053,5.534866,3.626292,0.6375,0.2375,0.1125,0.0125,0,0.1625,0.510204,0.265306,0.469388,0.122449,0.081633
JayZ,12.46,1.319915,2.368206,0.912129,2.26,0.18138,0.268058,0.3,0.133333,0,0.866667,3.631872,2.723904,0.619469,0.300885,0.061947,0.017699,0,0.053097,0.84,0.34,0.78,0.24,0.2
JayZ,12.702128,1.24375,2.314753,0.895876,1.893617,0.149079,0.234506,0.212766,0.1,0.2,0.7,4.449079,2.471711,0.640449,0.202247,0.123596,0.022472,0.011236,0.101124,0.553191,0.297872,0.829787,0.148936,0.021277
JayZ,12.666667,1.321739,2.124591,0.878331,2.145833,0.169408,0.330592,0.354167,0.411765,0.117647,0.470588,5.76654,3.921247,0.427184,0.378641,0.106796,0.019417,0.067961,0.07767,0.75,0.25,0.791667,0.145833,0.416667
JayZ,12.854839,1.381282,2.038712,0.933958,2.16129,0.16813,0.287327,0.241935,0.333333,0.066667,0.6,5.05184,3.1574,0.455224,0.410448,0.104478,0.029851,0,0.067164,0.83871,0.33871,0.741935,0.16129,0.145161
JayZ,11.984848,1.224458,2.71635,0.913661,2.030303,0.169406,0.25158,0.393939,0.269231,0.192308,0.538462,4.209476,3.4202,0.619403,0.298507,0.059701,0.022388,0,0.08209,0.666667,0.257576,0.712121,0.045455,0.106061
JayZ,12.14,1.259336,1.844017,0.932278,1.8,0.14827,0.209226,0.26,0.461538,0.153846,0.384615,5.418919,3.913664,0.644444,0.311111,0.033333,0.011111,0,0.144444,0.74,0.18,0.62,0.1,0.1
JayZ,12,1.31291,2.289105,0.929306,1.92,0.16,0.228333,0.3,0.4,0.133333,0.466667,4.753758,3.565319,0.65625,0.28125,0.041667,0.020833,0,0.135417,0.78,0.34,0.5,0.12,0.04
JayZ,11.954545,1.226107,2.280894,0.897434,2.215909,0.185361,0.296578,0.465909,0.292683,0.219512,0.487805,5.418451,3.267007,0.594872,0.241026,0.133333,0.030769,0,0.076923,0.784091,0.284091,0.681818,0.147727,0.136364
JayZ,12.521739,1.246753,2.708594,0.876354,2,0.159722,0.286458,0.282609,0.230769,0.307692,0.461538,5.44526,3.539419,0.478261,0.380435,0.065217,0.032609,0.043478,0.152174,0.717391,0.347826,0.652174,0.217391,0.391304
JayZ,11.709677,1.264808,2.605126,0.893874,1.983871,0.169421,0.30854,0.290323,0.222222,0.277778,0.5,4.959819,3.306546,0.495935,0.373984,0.04878,0.04878,0.03252,0.130081,0.677419,0.33871,0.677419,0.112903,0.306452
JayZ,11.596491,1.221811,2.476979,0.875552,2.052632,0.177005,0.284418,0.385965,0.227273,0.227273,0.545455,6.352076,3.677518,0.589744,0.282051,0.094017,0.017094,0.017094,0.094017,0.701754,0.210526,0.754386,0.070175,0.245614
JayZ,10.76087,1.213235,2.066133,0.91765,1.782609,0.165657,0.276768,0.304348,0.285714,0.142857,0.571429,5.136216,3.424144,0.512195,0.341463,0.109756,0.036585,0,0.02439,0.521739,0.282609,0.673913,0.065217,0.152174
JayZ,11.583333,1.172007,1.656217,0.880038,1.983333,0.171223,0.257554,0.65,0.25641,0.230769,0.512821,5.033677,3.775258,0.680672,0.201681,0.067227,0.033613,0.016807,0.117647,0.483333,0.25,0.6,0.083333,0.133333
JayZ,12.210526,1.167785,1.861303,0.919334,1.807018,0.147989,0.242816,0.22807,0.230769,0.076923,0.692308,6.601016,3.57555,0.592233,0.242718,0.106796,0.048544,0.009709,0.07767,0.754386,0.245614,0.578947,0.087719,0.035088
JayZ,12.155172,1.234676,2.483058,0.885101,2.103448,0.17305,0.323404,0.37931,0.272727,0.318182,0.409091,5.762126,3.961462,0.508197,0.286885,0.04918,0.139344,0.016393,0.139344,0.827586,0.224138,0.672414,0.172414,0.413793
JayZ,10.854167,1.228774,2.362816,0.870568,2.375,0.21881,0.399232,0.5,0.291667,0.375,0.333333,4.817146,3.400338,0.517544,0.350877,0.008772,0.096491,0.026316,0.175439,0.833333,0.291667,0.75,0.083333,0.0625
JayZ,11.113636,1.225564,1.773747,0.945702,1.795455,0.161554,0.243354,0.431818,0.105263,0.368421,0.526316,5.291297,3.866717,0.64557,0.240506,0.075949,0.037975,0,0.164557,0.818182,0.159091,0.386364,0.113636,0.159091
JayZ,11.854167,1.223656,1.925591,0.891858,1.833333,0.154657,0.240773,0.458333,0.136364,0.181818,0.681818,6.498003,3.971002,0.625,0.261364,0.079545,0.022727,0.011364,0.125,0.479167,0.375,0.520833,0.020833,0.083333
JayZ,11.790323,1.238983,1.910388,0.907867,1.806452,0.153215,0.250342,0.564516,0.342857,0.142857,0.514286,4.8931,3.495072,0.571429,0.276786,0.107143,0.035714,0.008929,0.107143,0.419355,0.193548,0.629032,0.016129,0.177419
JayZ,10.729167,1.232057,2.118761,0.8894,2.020833,0.18835,0.302913,0.583333,0.285714,0.178571,0.535714,5.943822,3.698378,0.618557,0.185567,0.164948,0.030928,0,0.175258,0.854167,0.3125,0.270833,0.104167,0.291667
JayZ,11.918367,1.226891,1.827642,0.879721,2.102041,0.17637,0.320205,0.428571,0.285714,0.238095,0.47619,6.067069,3.539123,0.504854,0.252427,0.174757,0.058252,0.009709,0.067961,0.816327,0.22449,0.632653,0.142857,0.285714
JayZ,12.683333,1.243464,2.698714,0.895999,1.95,0.153745,0.277267,0.35,0.190476,0.285714,0.52381,5.529945,3.870961,0.538462,0.273504,0.059829,0.111111,0.017094,0.094017,0.75,0.216667,0.633333,0.116667,0.083333
JayZ,12.367347,1.214429,2.353407,0.912636,1.591837,0.128713,0.181518,0.22449,0.272727,0.090909,0.636364,4.077433,3.737647,0.717949,0.205128,0.051282,0.012821,0.012821,0.064103,0.428571,0.265306,0.673469,0.061224,0.163265
JayZ,12.153846,1.244094,2.169585,0.923022,1.865385,0.153481,0.22943,0.423077,0.181818,0.272727,0.545455,7.040927,4.186497,0.56701,0.371134,0.061856,0,0,0.123711,0.538462,0.326923,0.576923,0.057692,0.019231
JayZ,11.217391,1.162162,1.816746,0.887058,2,0.178295,0.277132,0.586957,0.333333,0.222222,0.444444,5.227419,3.714219,0.597826,0.271739,0.108696,0.021739,0,0.108696,0.673913,0.217391,0.521739,0.130435,0.282609
JayZ,12,1.223529,1.891276,0.924702,2.096154,0.174679,0.270833,0.442308,0.086957,0.26087,0.652174,4.19073,3.212893,0.651376,0.229358,0.055046,0.045872,0.018349,0.055046,0.692308,0.269231,0.692308,0.173077,0.269231
JayZ,11.708333,1.195745,2.327,0.90614,1.9375,0.16548,0.240214,0.520833,0.32,0.24,0.44,4.980771,4.016751,0.655914,0.268817,0.053763,0.010753,0.010753,0.107527,0.666667,0.166667,0.583333,0.020833,0.25
JayZ,13.954545,1.230461,2.265899,0.90297,2.613636,0.187296,0.278502,0.454545,0.05,0.2,0.75,4.951607,3.301071,0.695652,0.182609,0.06087,0.06087,0,0.069565,1,0.477273,0.681818,0.227273,0.227273
JayZ,12.794872,1.209697,1.742081,0.893313,1.820513,0.142285,0.205411,0.512821,0.175,0.175,0.65,4.802593,3.624598,0.683099,0.232394,0.06338,0.007042,0.014085,0.084507,0.410256,0.25641,0.641026,0.089744,0.076923
BeastieBoys,10.708333,1.232614,3.020474,0.898501,1.416667,0.132296,0.20428,0.5,0.291667,0.333333,0.375,6.334586,4.750939,0.661765,0.235294,0.058824,0.014706,0.029412,0.294118,0.4375,0.125,0.354167,0.083333,0.083333
BeastieBoys,10.37037,1.22807,1.681008,0.921663,1.611111,0.155357,0.198214,0.537037,0.275862,0.206897,0.517241,5.536421,4.722242,0.793103,0.16092,0.022989,0.022989,0,0.16092,0.444444,0.222222,0.407407,0.037037,0.148148
BeastieBoys,11.641304,1.254098,2.539178,0.892133,1.673913,0.143791,0.204482,0.434783,0.3,0.2,0.5,5.94335,4.571808,0.662338,0.272727,0.045455,0.019481,0,0.246753,0.663043,0.152174,0.423913,0.108696,0.097826
BeastieBoys,11.42,1.327907,2.592991,0.917141,2.06,0.180385,0.283713,0.54,0.222222,0.259259,0.518519,6.495417,4.871563,0.601942,0.252427,0.116505,0.029126,0,0.194175,1,0.04,0.48,0.22,0.48
BeastieBoys,11.428571,1.277445,1.94438,0.907761,1.571429,0.1375,0.207813,0.517857,0.517241,0.068966,0.413793,6.343447,4.278139,0.556818,0.375,0.068182,0,0,0.204545,0.482143,0.232143,0.339286,0.053571,0.178571
BeastieBoys,11.62069,1.229927,2.391274,0.899784,1.775862,0.152819,0.243323,0.534483,0.322581,0.193548,0.483871,7.003309,4.619204,0.592233,0.31068,0.048544,0.009709,0.038835,0.252427,0.741379,0.103448,0.396552,0.068966,0.155172
BeastieBoys,11.541667,1.300469,1.755448,0.907478,1.479167,0.128159,0.189531,0.479167,0.347826,0.217391,0.434783,7.30141,4.538715,0.605634,0.323944,0.056338,0.014085,0,0.211268,0.5,0.1875,0.3125,0.0625,0.0625
